"","binomial","X","Species.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Authority","Infraspecific.rank","Infraspecific.name","Infraspecific.authority","Stock.subpopulation","Synonyms","Common.names..Eng.","Common.names..Fre.","Common.names..Spa.","Red.List.status","Red.List.criteria","Red.List.criteria.version","Year.assessed","Population.trend","Petitioned","mating_system","sex_dim","ref.matsys","ref.sexdim","male_svl_cm","female_svl_cm","male_body_mass_g","female_body_mass_g","ref.svl.male","ref.svl.female","ref.body_mass.male","ref.body_mass.female","shape_Leng","shape_Area","han_MorR","sex_role.liker","malepolyfreq.liker","malepolyscore.liker","fempolyfreq.liker","fempolyscore.liker","parentalcare_bias.liker","malecareduration.liker","femcareduration.liker","breedingdens.liker","EPP.freq.liker","body.size.pip","latitude.pip","sex.size.dim","ref.sex.size.dim","body_mass_adult","ref_body_mass","sex.sel.traits","ref.sex.sel.t","comments","ASR","ref.asr"
"22708","Leptodactylus validus",22708,57172,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Leptodactylus","validus","Garman, 1888 ""1887""",NA,NA,NA,NA,NA,"Smooth-skinned ditch frog, Windward Ditch Frog",NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,3.78,4.43,NA,NA,"han","han",NA,NA,6.015551,0.4476783,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22712","Leptodactylus wagneri",22712,57175,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LEPTODACTYLIDAE","Leptodactylus","wagneri","(Peters, 1862)",NA,NA,NA,NA,"Plectromantis wagneri","Wagner's White-lipped Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,5,6.69,NA,NA,"han","han",NA,NA,43.7102,17.21589,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22751","Leptolalax liui",22751,57568,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Leptolalax","liui","Fei and Ye, 1991",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.63,2.56,NA,NA,"han","han",NA,NA,40.05512,25.79092,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22758","Leptolalax pelodytoides",22758,57572,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MEGOPHRYIDAE","Leptolalax","pelodytoides","(Boulenger, 1893)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,2.6,2.92,NA,NA,"han","han",NA,NA,64.9712,54.82127,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23186","Limnodynastes convexiusculus",23186,41156,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LIMNODYNASTIDAE","Limnodynastes","convexiusculus","(Macleay, 1878)",NA,NA,NA,NA,NA,"Marbled Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.4,5.1,NA,NA,"han","han",NA,NA,179.3037,55.31848,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23193","Limnodynastes peronii",23193,41163,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LIMNODYNASTIDAE","Limnodynastes","peronii","(Duméril and Bibron, 1841)",NA,NA,NA,NA,NA,"Brown Frog, Perons Marsh Frog, Striped Marsh Frog",NA,NA,"LC",NA,3.1,2004,"increasing",NA,NA,"Male larger, Sexes colored or patterned differently",NA,"adw",5.17,4.66,NA,NA,"han","han",NA,NA,146.7689,62.11633,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 31/10/2018)",NA,NA
"23195","Limnodynastes tasmaniensis",23195,41166,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LIMNODYNASTIDAE","Limnodynastes","tasmaniensis","Günther, 1858",NA,NA,NA,NA,NA,"Spotted Grass Frog, Spotted Marsh Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.32,3.49,NA,NA,"han","han",NA,NA,170.5962,227.4751,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23196","Limnodynastes terraereginae",23196,41167,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","LIMNODYNASTIDAE","Limnodynastes","terraereginae","Fry, 1915",NA,NA,NA,NA,NA,"Northern Banjo Frog, Northern Bullfrog, Scarlet-sided Pobblebonk",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,6.9,7.6,NA,NA,"han","han",NA,NA,100.7748,52.90597,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23211","Limnonectes fujianensis",23211,58335,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Limnonectes","fujianensis","Ye and Fei, 1994",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.39,4.75,NA,NA,"han","han",NA,NA,66.12825,33.73001,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23213","Limnonectes gyldenstolpei",23213,58337,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Limnonectes","gyldenstolpei","(Boulenger, 1916)",NA,NA,NA,NA,"Rana pileata  ","Gyldenstolpe's Frog ",NA,NA,"LC",NA,3.1,2017,"decreasing",NA,NA,NA,NA,NA,5.85,5.29,NA,NA,"han","han",NA,NA,18.48939,0.8708761,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23225","Limnonectes kuhlii",23225,58346,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Limnonectes","kuhlii","(Tschudi, 1838)",NA,NA,NA,NA,"Rana kuhlii","Kuhl's Creek Frog, Large-headed Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.56,5.49,NA,NA,"han","han",NA,NA,271.7102,171.1321,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23226","Limnonectes laticeps",23226,58347,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Limnonectes","laticeps","(Boulenger, 1882)",NA,NA,NA,NA,"Rana laticeps  ","Broad-headed Frog, Corrugated Frog, Flat-headed Frog, Khasi Wart Frog, Rivulet Frog, Southern Big-headed Frog",NA,NA,"LC",NA,3.1,2009,"stable",NA,NA,NA,NA,NA,4.38,4.08,NA,NA,"han","han",NA,NA,75.52247,28.76466,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23239","Limnonectes microdiscus",23239,58358,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Limnonectes","microdiscus","(Boettger, 1892)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.24,3.73,NA,NA,"han","han",NA,NA,38.42215,11.70355,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23675","Lithobates catesbeianus",23675,58565,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","catesbeianus","(Shaw, 1802)",NA,NA,NA,NA,"Lithobates catesbeiana  |Rana catesbeiana  ","American Bullfrog, Bullfrog, Common Bullfrog","Grenouille-taureau","Rana Toro","LC",NA,3.1,2015,"increasing",NA,"Polygynous","Sexes shaped differently","adw","adw",11.93,11.93,NA,NA,"han","han",NA,NA,632.3756,465.0595,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 30/10/2018)",0.47,"pipoly"
"23678","Lithobates clamitans",23678,58578,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","clamitans","(Latreille, 1801)",NA,NA,NA,NA,"Rana clamitans  ","Green Frog",NA,NA,"LC",NA,3.1,2015,"stable",NA,"Polygynous","Sexes shaped differently","adw","adw",7.2,7.5,NA,NA,"nali","nali",NA,NA,30.91997,2.268802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 30/10/2018)",0.573,"pipoly"
"23697","Lithobates palmipes",23697,58689,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","palmipes","(Spix, 1824)",NA,NA,NA,NA,"Rana affinis  |Rana palmipes  |Ranula gollmerii  ","Amazon River Frog",NA,"Rana Verde Verdadera","LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,9.23,11.68,NA,NA,"han","han",NA,NA,158.2015,570.1341,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23698","Lithobates palustris",23698,58690,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","palustris","(LeConte, 1825)",NA,NA,NA,NA,"Rana palustris  ","Pickerel Frog",NA,NA,"LC",NA,3.1,2015,"stable",NA,NA,NA,NA,NA,5.3,6.64,NA,NA,"han","han",NA,NA,107.2185,28.01783,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23699","Lithobates pipiens",23699,58695,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","pipiens","(Schreber, 1782)",NA,NA,NA,NA,"Rana pipiens","Northern Leopard Frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,"Polygynandrous (promiscuous)","Female larger","adw","adw",6.98,7.86,NA,NA,"han","han",NA,NA,56.21274,4.871902,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 30/10/2018)",0.438,"pipoly"
"23704","Lithobates sevosus",23704,58714,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","sevosus","(Goin and Netting, 1940)",NA,NA,NA,NA,"Lithobates sevosa  |Rana sevosa  ","Dusky Gopher Frog",NA,NA,"CR","B1ab(iii,v)+2ab(iii,v); C2a(ii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,8.06,8.54,NA,NA,"han","han",NA,NA,11.49547,2.002154,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23707","Lithobates sphenocephalus",23707,58723,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","sphenocephalus","(Cope, 1889)",NA,NA,NA,NA,"Lithobates sphenocephala  |Rana sphenocephala  |Rana utricularius  ","Southern Leopard Frog",NA,NA,"LC",NA,3.1,2014,"stable",NA,NA,NA,NA,NA,5.58,6.37,NA,NA,"han","han",NA,NA,273.492,196.8893,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618,"pipoly"
"23709","Lithobates sylvaticus",23709,58728,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Lithobates","sylvaticus","(LeConte, 1825)",NA,NA,NA,NA,"Lithobates sylvatica  |Rana sylvatica  ","Wood Frog",NA,NA,"LC",NA,3.1,2015,"stable",NA,"Polygynandrous (promiscuous)","Female larger, Male more colorful","adw","adw",5.36,6.11,NA,NA,"han","han",NA,NA,60.533,11.0708,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked individuals from two populations: 129 males and 63 females (CCI 31/10/2018)",0.67,"(Jokismovic, 2015)"
"23733","Litoria arfakiana",23733,55708,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","arfakiana","(Peters and Doria, 1878)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,5,6,NA,NA,"han","han",NA,NA,37.83085,16.11453,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23736","Litoria aurea",23736,12143,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","aurea","(Lesson, 1830)",NA,NA,NA,NA,NA,"Golden Bell Frog, Green and Golden Bell Frog, Green and Golden Swamp Frog, Green Frog",NA,NA,"VU","A2ace",3.1,2004,"decreasing",NA,NA,NA,NA,NA,9.18,9.39,NA,NA,"han","han",NA,NA,51.13859,12.89998,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23737","Litoria australis",23737,41067,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","australis","(Gray, 1842)",NA,NA,NA,NA,"Cyclorana australis  ","Giant Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,8.7,9.7,NA,NA,"han","han",NA,NA,151.1216,97.12175,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23744","Litoria brevipes",23744,41068,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","brevipes","(Peters, 1871)",NA,NA,NA,NA,"Cyclorana brevipes  ","Collared Frog, Short-footed Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.7,4.2,NA,NA,"han","han",NA,NA,62.57461,76.58964,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23748","Litoria caerulea",23748,41082,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","caerulea","(White, 1790)",NA,NA,NA,NA,NA,"Green Tree Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,7.21,8.4,NA,NA,"han","han",NA,NA,256.1039,361.0107,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23780","Litoria freycineti",23780,41033,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","freycineti","Tschudi, 1838",NA,NA,NA,NA,NA,"Freycinet's Frog, Wallum Rocketfrog",NA,NA,"VU","B2ab(ii,iii,iv,v)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,4,4.9,NA,NA,"han","han",NA,NA,50.0861,5.525607,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23840","Litoria peronii",23840,41105,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","peronii","(Tschudi, 1838)",NA,NA,NA,NA,NA,"Emerald Spotted Treefrog, Maniacal Cackle Frog, Peron's Tree Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.84,5.57,NA,NA,"han","han",NA,NA,97.31575,96.4981,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23858","Litoria rubella",23858,41110,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Litoria","rubella","(Gray, 1842)",NA,NA,NA,NA,NA,"Desert Tree Frog, Naked Tree Frog, Red Tree Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.29,3.49,NA,NA,"han","han",NA,NA,282.8136,419.8097,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24481","Lysapsus limellum",24481,55764,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Lysapsus","limellum","(Cope, 1862)",NA,NA,NA,NA,"Lysapsus limellum  |Pseudis limellum",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.66,1.86,NA,NA,"nali","nali",NA,NA,63.62279,72.39376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24587","Macrogenioglottus alipioi",24587,57178,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","ODONTOPHRYNIDAE","Macrogenioglottus","alipioi","Carvalho, 1946",NA,NA,NA,NA,NA,"Bahia Forest Frog",NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,8.205,10.848,NA,NA,"nali","nali",NA,NA,56.9287,21.49617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24865","Mannophryne trinitatis",24865,55251,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","AROMOBATIDAE","Mannophryne","trinitatis","(Garman, 1888)",NA,NA,NA,NA,NA,"Yellow-throated Frog",NA,"Ranita Montanera, Sapito Acollarado Costero","VU","B1ab(iii)",3.1,2010,"decreasing",NA,NA,NA,NA,NA,2.31,2.56,NA,NA,"han","han",NA,NA,2.529334,0.09922264,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24879","Mantella aurantiaca",24879,12776,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MANTELLIDAE","Mantella","aurantiaca","Mocquard, 1900",NA,NA,NA,NA,NA,"Golden Mantella, Ginger Tree Frog, Golden Frog, Madagascan Golden Frog, Malagasy Golden Mantella, Orange Mantella, Red Mantella, Yellow Mantella",NA,NA,"CR","B2ab(iii,v)",3.1,2008,"decreasing",NA,"Polygynandrous (promiscuous)","Female larger, Sexes shaped differently","adw","adw",2.2,3,NA,NA,"nali","nali",NA,NA,0.875879,0.04617644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 30/10/2018)",NA,NA
"24888","Mantella laevigata",24888,57445,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MANTELLIDAE","Mantella","laevigata","Methuen & Hewitt, 1913",NA,NA,NA,NA,NA,"Folohy Golden Frog, Arboreal Mantella, Climbing Mantella, Green-backed Mantella ",NA,NA,"LC",NA,3.1,2016,"decreasing",NA,NA,NA,NA,NA,2.68,2.81,NA,NA,"han","han",NA,NA,11.03894,1.484935,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25740","Meristogenys jerboa",25740,58370,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Meristogenys","jerboa","(Günther, 1872)",NA,NA,NA,NA,NA,NA,NA,NA,"VU","D2",3.1,2004,"stable",NA,NA,NA,NA,NA,3.64,6.71,NA,NA,"han","han",NA,NA,1.053197,0.07515261,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25741","Meristogenys kinabaluensis",25741,58371,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RANIDAE","Meristogenys","kinabaluensis","(Inger, 1966)",NA,NA,NA,NA,"Amolops kinabaluensis  ","Kiau Borneo Frog",NA,NA,"NT",NA,3.1,2009,"stable",NA,NA,NA,NA,NA,6.36,8.8,NA,NA,"han","han",NA,NA,9.320737,2.895518,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25800","Mertensophryne taitana",25800,54775,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Mertensophryne","taitana","(Peters, 1878)",NA,NA,NA,NA,"Bufo taitanus  |Mertensophryne taitanus  ",NA,NA,NA,"LC",NA,3.1,2013,"unknown",NA,NA,NA,NA,NA,2.34,2.85,NA,NA,"han","han",NA,NA,46.80328,94.05554,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25877","Metacrinia nichollsi",25877,41169,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MYOBATRACHIDAE","Metacrinia","nichollsi","Harrison, 1927",NA,NA,NA,NA,NA,"Nicholl's Toadlet",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,2.3,2.5,NA,NA,"han","han",NA,NA,14.61687,4.59766,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25889","Metaphrynella sundana",25889,57872,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Metaphrynella","sundana","(Peters, 1867)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.09,2.34,NA,NA,"han","han",NA,NA,28.01344,5.266928,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26135","Microhyla butleri",26135,57878,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Microhyla","butleri","Boulenger, 1900",NA,NA,NA,NA,NA,"Butler's Ricefrog, Butler's Rice Frog, Painted Chorus Frog, Tubercled Pygmy Frog",NA,NA,"LC",NA,3.1,2009,"stable",NA,NA,NA,NA,NA,2.32,2.3,NA,NA,"han","han",NA,NA,254.2706,225.2823,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26139","Microhyla heymonsi",26139,57882,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Microhyla","heymonsi","Vogt, 1911",NA,NA,NA,NA,NA,"Arcuate-spotted Pygmy Frog, Dark Sided Chorus Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.98,2.22,NA,NA,"han","han",NA,NA,425.3049,301.808,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26147","Microhyla ornata",26147,57886,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Microhyla","ornata","(Duméril & Bibron, 1841)",NA,NA,NA,NA,"Diplopelma  carnaticum|Diplopelma  ornatum|Engystoma carnaticum|Engystoma malabaricum|Engystoma  ornatum |Microhyla  carnatica|Siphneus  ornatum","Ant Frog, Black-throated Frog, Ornamented Pygmy Frog, Ornate Narrow-mouthed Frog, Ornate Narrowmouth Frog , Ornate Ricefrog, Ornate Rice Frog",NA,NA,"LC",NA,3.1,2008,"stable",NA,NA,NA,NA,NA,2.32,2.39,NA,NA,"han","han",NA,NA,206.0638,304.3982,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26154","Microhyla pulchra",26154,57891,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Microhyla","pulchra","(Hallowell, 1861)",NA,NA,NA,NA,"Engystoma pulchrum  |Microhyla hainanensis  |Microhyla major  |Microhyla melli  |Ranina symmetrica  |Scaptophyrne labyrinthica  ","Beautiful Pygmy Frog, Guangdong Rice Frog, Marbled Pygmy Frog",NA,NA,"LC",NA,3.1,2009,"stable",NA,NA,NA,NA,NA,3,3.31,NA,NA,"han","han",NA,NA,155.2326,169.7224,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26604","Mixophyes fasciolatus",26604,13596,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MYOBATRACHIDAE","Mixophyes","fasciolatus","Günther, 1864",NA,NA,NA,NA,NA,"Great Barred-frog, Great Barred River-frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,"Monoandry",NA,"liao",NA,6.49,7.52,NA,NA,"liao","liao",NA,NA,68.00081,19.49267,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 31/10/2018)",NA,NA
"26605","Mixophyes fleayi",26605,13597,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MYOBATRACHIDAE","Mixophyes","fleayi","Corben & Ingram, 1987",NA,NA,NA,NA,NA,"Fleay's Barred-frog, Queensland Barred Frog",NA,NA,"EN","B2ab(ii,iii,iv,v)",3.1,2004,"decreasing",NA,"Monoandry",NA,"liao",NA,1.55,1.63,NA,NA,"liao","liao",NA,NA,5.542742,1.535381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 31/10/2018)",NA,NA
"27212","Myersiella microps",27212,57898,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Myersiella","microps","(Duméril and Bibron, 1841)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,2.575,3.195,NA,NA,"nali","nali",NA,NA,27.61257,7.904126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27378","Myobatrachus gouldii",27378,41171,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MYOBATRACHIDAE","Myobatrachus","gouldii","(Gray, 1841)",NA,NA,NA,NA,NA,"Turtle Frog",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.4,5.7,NA,NA,"han","han",NA,NA,23.71967,10.56212,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27868","Nannophrys ceylonensis",27868,58389,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nannophrys","ceylonensis","Günther, 1869",NA,NA,NA,NA,NA,NA,NA,NA,"VU","B1ab(iii)+2ab(iii)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.66,4.87,NA,NA,"han","han",NA,NA,3.004265,0.4578443,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27906","Nanorana conaensis",27906,58422,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DICROGLOSSIDAE","Nanorana","conaensis","(Fei and Huang, 1981)",NA,NA,NA,NA,"Paa conaensis  ",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,5.8,5.52,NA,NA,"nali","nali",NA,NA,0.6539078,0.03402609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
