species,order,family,asr,b.mass,chick.brd,chick.brd.abs,chick.dfc,chick.dur,chick.feed,chick.feed.abs,clutch.num,clutch.size,dev.mod,egg.mass,epb,epy,f.mass,f.tail,f.tarsus,f.wing,femmor.a,fpg,fpg.scr,inc,inc.abs,inc.dur,m.mass,m.tail,m.tarsus,m_displ,m.wing,malmor.a,mating.system,mortality,mpg,mpg.scr,nest.bld,nest.bld.abs,nest.dur,nest.grd,pl.back,pl.belly,pl.extra,pl.head,pl.latitude,pl.mean,pl.median,pl.tail,pl.total,pl.wings,post.dur,postf.feed,postf.feed.abs,postf.grd,postf.grd.abs,testes,unsexed.mass,unsexed.tail,unsexed.tarsus,unsexed.wing
Bubo_africanus,Strigiformes,Strigidae,NA,645,0,NA,2,48,0,NA,NA,2.65,0,47.4,NA,NA,NA,199,72,339,NA,0,0,0,NA,31,NA,196,74,NA,333,NA,NA,NA,NA,2,NA,1,NA,NA,0,0,0,0,-1,0,0,0,0,0,35,2,NA,NA,NA,NA,675.5,NA,NA,NA
Bubo_ascalaphus,Strigiformes,Strigidae,NA,NA,0,NA,NA,61,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,96.5,NA,1,NA,NA,NA,2100,NA,NA,NA
Bubo_bengalensis,Strigiformes,Strigidae,NA,1100,NA,NA,NA,55,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35.5,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,180,NA,NA,NA,NA,NA,1100,NA,NA,NA
Bubo_bubo,Strigiformes,Strigidae,NA,2686,0,NA,0,55,3,NA,NA,2.325,0,80,NA,NA,2992,217,82.2,482,NA,0,0,0,NA,35,2380,196,79.3,3,444,NA,2,NA,0,0,3,NA,NA,0,0,0,0,0,1,0,0,0,0,0,98,NA,NA,NA,NA,6.68,2668.51,NA,NA,NA
Bubo_capensis,Strigiformes,Strigidae,NA,1138,0,NA,NA,73.5,3,NA,1,1.966666667,0,57,NA,NA,1347,211,74.5,377,NA,0,0,1,NA,36,929,204,71,NA,357,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,75,2,NA,NA,NA,NA,1118.64,NA,NA,NA
Bubo_cinerascens,Strigiformes,Strigidae,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,499.995,NA,NA,NA
Bubo_coromandus,Strigiformes,Strigidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1392.15,NA,NA,NA
Bubo_lacteus,Strigiformes,Strigidae,NA,2164.5,0,NA,NA,62.5,0,NA,NA,1.7,0,80.3,NA,NA,2625,254,79,465,NA,0,0,0,NA,35.5,1704,244,78,NA,448,NA,NA,NA,0,0,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,27,2,NA,NA,NA,NA,2114.94,NA,NA,NA
Bubo_leucostictus,Strigiformes,Strigidae,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.165,206,45,322,NA,NA,NA,NA,NA,NA,511,205,43,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,532.54,NA,NA,NA
Bubo_magellanicus,Strigiformes,Strigidae,NA,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,NA,NA,0,NA,NA,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1166.38,NA,NA,NA
Bubo_nipalensis,Strigiformes,Strigidae,NA,1400,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1398.21,NA,NA,NA
Bubo_philippensis,Strigiformes,Strigidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1392.15,NA,NA,NA
Bubo_poensis,Strigiformes,Strigidae,NA,660.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,NA,NA,746,170,56,320,NA,NA,NA,NA,NA,NA,575,163,55,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,654.94,NA,NA,NA
Bubo_scandiaca,Strigiformes,Strigidae,NA,2042.5,0,NA,NA,50,2,NA,NA,5.285,0,63.5,NA,NA,2120,231,56.6,448,NA,0,0,0,NA,32,1648.5,212,52.3,4,409,NA,NA,NA,0.13,3,0,NA,NA,NA,-2,-2,0,-2,2,-1.666666667,-2,-2,-5,-2,20,NA,NA,NA,NA,NA,2028.76,NA,NA,NA
Bubo_shelleyi,Strigiformes,Strigidae,NA,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,253,80,444.5,NA,NA,NA,NA,NA,NA,1257,240,83,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1257,NA,NA,NA
Bubo_sumatranus,Strigiformes,Strigidae,NA,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA
Bubo_virginianus,Strigiformes,Strigidae,NA,1191.25,0,NA,NA,70,0,NA,NA,2.125,0,69,NA,NA,1527.25,226,117.5,370.5,NA,0,0,0,NA,29,1169,210,113,1,357,NA,NA,NA,0,0,NA,1,NA,NA,0,0,0,0,1,0,0,0,0,0,63,2,NA,NA,NA,NA,1575.7,NA,NA,NA
Bubo_vosseleri,Strigiformes,Strigidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,822.5,NA,NA,NA
Bubulcus_ibis,Pelecaniformes,Ardeidae,NA,366,2,NA,2,30,2,NA,1.5,4.166666667,1,28,NA,NA,322.6666667,86,76,248,NA,0,0,2,NA,23.5,331.3333333,87.5,77,3,253,NA,2,0.278,0,0,2,NA,5.5,NA,0,0,0,0,0,0,0,0,0,0,15,2,NA,NA,NA,0.27,365.95,NA,NA,NA
Bucanetes_githagineus,Passeriformes,Fringillidae,NA,19.6,NA,NA,NA,NA,NA,NA,NA,5.015,NA,2.12,NA,NA,17.65,NA,18.1,86.7,NA,0,0,NA,NA,NA,18.63,NA,18.1,3,89.5,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA
Buccanodon_duchaillui,Piciformes,Ramphastidae,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,43.6,20.9,78.3,NA,NA,NA,NA,NA,NA,42.1,43.9,19.9,NA,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,41.8,NA,NA,NA
Bucco_capensis,Piciformes,Bucconidae,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,54,NA,NA,NA
Bucco_macrodactylus,Piciformes,Bucconidae,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
Bucco_noanamae,Piciformes,Bucconidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,37.63,NA,NA,NA
Bucco_tamatia,Piciformes,Bucconidae,NA,35.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA
Bucephala_albeola,Anseriformes,Anatidae,NA,403.5,0,0,NA,52.5,NA,1,NA,8.35,2,37,NA,NA,350.5,74.5,NA,NA,NA,0,0,0,0,30.4,477,67.5,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,1,1,2,2,1,1.333333333,1,1,6,1,NA,NA,NA,NA,NA,0.3,435.23,NA,NA,NA
Bucephala_clangula,Anseriformes,Anatidae,NA,938.5,0,NA,0,52.5,0,1,NA,9.333333333,2,57,0,NA,783,77.5,NA,NA,NA,0,0,0,NA,30,1042.666667,84.6,NA,NA,NA,NA,NA,0.393,0,0,0,NA,NA,0,1,-2,0,2,2,0.5,0.5,0,5,2,0,0,1,0,1,NA,918.56,NA,NA,NA
Bucephala_islandica,Anseriformes,Anatidae,NA,940.5,0,NA,0,60.5,0,1,NA,9.466666667,2,70,0,NA,737,85,NA,NA,0.37,0,0,0,NA,30.2,1103.333333,88.9,NA,NA,NA,0.33,NA,0.35,0.017,2,0,NA,NA,0,1,-2,0,2,2,0.5,0.5,0,5,2,0,0,1,0,1,NA,921.21,NA,NA,NA
Buceros_bicornis,Bucerotiformes,Bucerotidae,NA,2798.5,0,NA,NA,84,3,NA,NA,2,NA,NA,NA,NA,2591,NA,NA,NA,NA,NA,NA,0,NA,39,3006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,0,0,1,1,NA,0.333333333,NA,0,2,0,NA,NA,NA,NA,NA,NA,2790.79,NA,NA,NA
Buceros_hydrocorax,Bucerotiformes,Bucerotidae,NA,1411,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-1,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,1409.59,NA,NA,NA
Buceros_rhinoceros,Bucerotiformes,Bucerotidae,NA,2380,0,NA,NA,79,3,NA,NA,1.4,NA,NA,NA,NA,2180,NA,NA,NA,NA,NA,NA,0,NA,41.5,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,0.333333333,NA,0,2,0,NA,NA,NA,NA,NA,NA,2371.58,NA,NA,NA
Bucorvus_abyssinicus,Bucerotiformes,Bucorvidae,NA,4000,NA,NA,NA,NA,NA,NA,NA,1.75,NA,95.3,NA,NA,NA,318,135,512,NA,NA,NA,NA,NA,NA,4000,348,151,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,NA,0.833333333,NA,0,5,0,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA
Bucorvus_cafer,Bucerotiformes,Bucorvidae,NA,3767.5,NA,NA,NA,86,1,NA,NA,1.7,NA,100.5,NA,NA,3334,NA,135,528,NA,NA,NA,0,NA,40,4274.5,NA,143,NA,560,NA,NA,NA,NA,NA,4,NA,NA,NA,0,1,1,1,NA,0.5,NA,0,3,0,NA,NA,NA,NA,NA,NA,3743.62,NA,NA,NA
Buettikoferella_bivittata,Passeriformes,Sylviidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
Bulweria_bulwerii,Procellariiformes,Procellariidae,NA,99,2,NA,NA,62,2,NA,1,1,1,21,NA,NA,99.9,21.2,27.3,197.8,0.05,0,0,2,NA,45.5,107.1,21.6,27.7,1,198.1,0.05,NA,0.05,0,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,98.995,NA,NA,NA
Bulweria_fallax,Procellariiformes,Procellariidae,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
Buphagus_africanus,Passeriformes,Sturnidae,NA,60.25,NA,NA,NA,NA,NA,NA,NA,2.45,NA,3.9,NA,NA,62,93,NA,121.5,NA,0,0,NA,NA,NA,58.5,93,NA,1,122.5,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,58.5,NA,NA,NA
Buphagus_erythrorhynchus,Passeriformes,Sturnidae,NA,50.75,NA,NA,NA,NA,NA,NA,NA,2.95,NA,4.1,NA,NA,50.5,96.4,22.1,116,NA,0,0,NA,NA,NA,51,96.8,22.2,1,119,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,50.74,NA,NA,NA
Burhinus_bistriatus,Charadriiformes,Burhinidae,NA,787,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,115.8,NA,NA,0,0,3,NA,28,787,NA,118,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,787,NA,NA,NA
Burhinus_capensis,Charadriiformes,Burhinidae,NA,423,NA,NA,2,56,2,NA,2.5,2,2,41.1,NA,NA,440.5,NA,95,231,NA,0,0,2,NA,27,477.6,NA,95,NA,231,NA,NA,NA,0,0,2,NA,NA,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,422.995,123,NA,NA
Burhinus_grallarius,Charadriiformes,Burhinidae,NA,648.5,3,0,NA,59,NA,NA,NA,1.953333333,2,41.8,NA,NA,625.15,NA,130.9,272,NA,0,0,2,0,25,671.75,NA,137,4,278.8,NA,2,NA,0,0,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,79,NA,NA,NA,NA,0.54,671.535,NA,NA,285
Burhinus_oedicnemus,Charadriiformes,Burhinidae,NA,459,2,NA,2,39,2,NA,1,1.925,2,42,NA,NA,449,118,NA,240,NA,0,0,2,NA,25,475,121,NA,NA,241,NA,NA,NA,0,0,2,NA,NA,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,459,NA,NA,NA
Burhinus_senegalensis,Charadriiformes,Burhinidae,NA,326,2,NA,NA,NA,NA,1,NA,2,1,32,NA,NA,NA,110,70.3,221,NA,0,0,NA,NA,NA,NA,114,71.4,NA,221,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,326,NA,NA,NA
Burhinus_superciliaris,Charadriiformes,Burhinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,446,NA,NA,NA
Burhinus_vermiculatus,Charadriiformes,Burhinidae,NA,320,2,NA,NA,61.5,2,NA,NA,2,NA,NA,NA,NA,317.15,NA,64.8,205,NA,0,0,2,NA,23.5,297,NA,64.8,NA,205,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,320,109,NA,NA
Busarellus_nigricollis,Accipitriformes,Accipitridae,NA,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,766.14,NA,NA,NA
Butastur_indicus,Accipitriformes,Accipitridae,NA,415,NA,NA,NA,37,NA,NA,NA,2.8,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,0,0,30.5,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,414.6,NA,NA,NA
Butastur_liventer,Accipitriformes,Accipitridae,NA,338,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,337.995,NA,NA,NA
Butastur_rufipennis,Accipitriformes,Accipitridae,NA,335,NA,NA,NA,36,NA,NA,NA,1.85,NA,34,NA,NA,344,177,59,307,NA,NA,NA,NA,NA,30,326,167.5,56.5,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,21,NA,NA,NA,NA,NA,334.87,NA,NA,NA
Butastur_teesa,Accipitriformes,Accipitridae,NA,325,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,325,NA,NA,NA
Buteo_albicaudatus,Accipitriformes,Accipitridae,NA,886,NA,NA,NA,50.5,NA,NA,NA,2,1,NA,NA,NA,928,NA,NA,NA,NA,0,0,NA,NA,31.2,844,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,31.5,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,885,NA,NA,NA
Buteo_albigula,Accipitriformes,Accipitridae,NA,NA,NA,NA,NA,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,524.99,NA,NA,NA
Buteo_albonotatus,Accipitriformes,Accipitridae,NA,757,1,NA,NA,45.5,1,NA,NA,2,1,NA,NA,NA,886,NA,NA,NA,NA,0,0,1,NA,31,628,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,7,2,NA,NA,NA,NA,745.92,NA,NA,NA
Buteo_archeri,Accipitriformes,Accipitridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,866.4,NA,NA,NA
Buteo_augur,Accipitriformes,Accipitridae,NA,1110,NA,NA,NA,53.5,1,NA,NA,2,1,54,NA,NA,980,NA,NA,367,NA,NA,1,2,NA,39.5,800,NA,NA,NA,341,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,NA,1,NA,0.2,NA,0,1,0,NA,NA,NA,NA,NA,NA,1099.18,NA,NA,NA
Buteo_auguralis,Accipitriformes,Accipitridae,NA,670,0,NA,NA,55,2,NA,NA,2.4,NA,NA,NA,NA,760,NA,NA,NA,NA,NA,NA,2,NA,30,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,663.92,NA,NA,NA
Buteo_brachypterus,Accipitriformes,Accipitridae,NA,511,NA,NA,NA,45.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,511,NA,NA,NA
Buteo_brachyurus,Accipitriformes,Accipitridae,NA,502.5,0,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,583,NA,NA,NA,NA,NA,NA,0,NA,34,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,496.01,NA,NA,NA
Buteo_buteo,Accipitriformes,Accipitridae,NA,726.5,0,NA,1,52,3,NA,1,2.95,1,60,NA,NA,967.3333333,215,NA,398,0.105,0,0,1,NA,36,787,208,NA,5,387,0.105,2,0.105,0.001,1,2,NA,60,NA,0,0,NA,0,NA,0,NA,0,0,0,47.5,2,NA,NA,NA,2.53,759.1,NA,NA,NA
Buteo_galapagoensis,Accipitriformes,Accipitridae,0.582,1163.333,NA,NA,NA,55,3,NA,NA,1.7,0,NA,0,0,1330.166667,NA,NA,NA,NA,0.87,4,1,NA,37.5,932.1666665,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,98,NA,NA,NA,NA,NA,1137.44,NA,NA,NA
Buteo_hemilasius,Accipitriformes,Accipitridae,NA,1374.5,NA,NA,NA,45,NA,NA,NA,2.8,NA,NA,NA,NA,1581,NA,NA,NA,NA,NA,NA,NA,NA,30,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,1358.89,NA,NA,NA
Buteo_jamaicensis,Accipitriformes,Accipitridae,NA,1110.25,0,NA,NA,45,0,NA,NA,2.38,0,64,NA,NA,1234.5,230.1,NA,388.8,NA,0,0,2,NA,31.5,1001.75,215.4,NA,5,369.6,NA,2,NA,0,0,2,NA,5.5,NA,0,0,NA,0,NA,0,NA,0,0,0,50,2,NA,NA,NA,1.01,1101.16,NA,NA,NA
Buteo_lagopus,Accipitriformes,Accipitridae,NA,956,1,NA,NA,39.5,1,NA,NA,3.8,1,60,NA,NA,1046,226,NA,442,NA,0,0,1,NA,29.5,835.8,211,NA,4,417,NA,2,NA,0,0,2,NA,24.5,NA,0,0,NA,0,NA,0,NA,0,0,0,28,2,NA,NA,NA,0.27,949.76,NA,NA,NA
Buteo_leucorrhous,Accipitriformes,Accipitridae,NA,290,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,290,NA,NA,NA
Buteo_lineatus,Accipitriformes,Accipitridae,NA,607,1,NA,NA,45,1,NA,NA,3.16,1,57,NA,NA,685.5,NA,NA,342.9,NA,0,0,1,NA,33,547,NA,NA,5,323.6,NA,NA,NA,0,0,2,NA,31.5,NA,0,0,NA,0,NA,0,NA,0,0,0,63,2,NA,NA,NA,NA,603.72,NA,NA,NA
Buteo_magnirostris,Accipitriformes,Accipitridae,NA,269,NA,NA,NA,NA,NA,NA,NA,1.4,NA,37,NA,NA,360.7,NA,NA,264.3,NA,NA,NA,NA,NA,37,290,NA,NA,NA,246,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0.18,269,NA,NA,NA
Buteo_nitidus,Accipitriformes,Accipitridae,NA,528.5,NA,NA,NA,42,NA,NA,NA,2.1,NA,43.2,NA,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,32,447,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0.2,492.02,NA,NA,NA
Buteo_oreophilus,Accipitriformes,Accipitridae,NA,700,NA,NA,NA,50,NA,NA,NA,2.2,NA,NA,NA,NA,NA,188,NA,350.5,NA,0,0,NA,NA,NA,NA,178.5,NA,NA,334,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,130,NA,NA,NA,NA,NA,699.995,NA,NA,NA
Buteo_platypterus,Accipitriformes,Accipitridae,NA,455,0,NA,NA,30,0,NA,NA,2.43,1,42,NA,NA,465,171,NA,285,NA,0,0,1,NA,29.5,388.5,159,NA,5,268,NA,2,NA,0,0,1,NA,21,NA,0,0,NA,0,NA,0,NA,0,0,0,20,2,NA,NA,NA,0.6,453.65,NA,NA,NA
Buteo_poecilochrous,Accipitriformes,Accipitridae,NA,1004,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1154.5,NA,NA,462.3,NA,NA,NA,NA,NA,NA,856.5,NA,NA,NA,423.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,NA,-1,NA,-0.8,NA,0,-4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buteo_polyosoma,Accipitriformes,Accipitridae,NA,788,NA,NA,NA,45,NA,NA,NA,1.7,NA,NA,NA,NA,880,NA,NA,NA,NA,NA,NA,2,NA,NA,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,NA,-1,NA,-0.6,NA,-1,-3,-1,NA,NA,NA,NA,NA,NA,782.61,NA,NA,NA
Buteo_regalis,Accipitriformes,Accipitridae,NA,1469.5,0,NA,NA,39,1,NA,NA,3.625,0,80,NA,NA,1776,NA,NA,457,NA,0,0,1,NA,32.5,1163,NA,NA,5,434,NA,NA,NA,0,0,2,NA,7,NA,0,0,NA,0,NA,0,NA,0,0,0,21,2,NA,NA,NA,NA,1437.18,NA,NA,NA
