binomial,Species.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific.rank,Infraspecific.name,Infraspecific.authority,Stock.subpopulation,Synonyms,Common.names..Eng.,Common.names..Fre.,Common.names..Spa.,Red.List.status,Red.List.criteria,Red.List.criteria.version,Year.assessed,Population.trend,Petitioned,mating_system,sex_dim,ref.matsys,ref.sexdim,male_svl_cm,female_svl_cm,male_body_mass_g,female_body_mass_g,ref.svl.male,ref.svl.female,ref.body_mass.male,ref.body_mass.female,shape_Leng,shape_Area,han_MorR,sex_role.liker,malepolyfreq.liker,malepolyscore.liker,fempolyfreq.liker,fempolyscore.liker,parentalcare_bias.liker,malecareduration.liker,femcareduration.liker,breedingdens.liker,EPP.freq.liker,body.size.pip,latitude.pip,ASR,ref.asr,sex.size.dim,ref.sex.size.dim,body_mass_adult,ref_body_mass,sex.sel.traits,ref.sex.sel.t,comments
Hylarana erythraea,58593,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,erythraea,"(Schlegel, 1837)",NA,NA,NA,NA,Hyla erythraea|Rana erythraea,"Common Green Frog, Green Paddy Frog, Leaf Frog, Red-eared Frog",NA,NA,LC,NA,3.1,2014,stable,NA,NA,NA,NA,NA,3.97,6.57,NA,NA,han,han,NA,NA,444.7751683,174.6450623,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylarana latouchii,58640,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,latouchii,"(Boulenger, 1899)",NA,NA,NA,NA,Rana latouchii  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,3.75,4.7,NA,NA,han,han,NA,NA,105.8103541,79.90784198,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylarana macrodactyla,58652,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,macrodactyla,"(Günther, 1858)",NA,NA,NA,NA,Rana macrodactyla  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.8,3.98,NA,NA,han,han,NA,NA,212.5712321,150.3751614,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylarana taipehensis,58730,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,taipehensis,"(van Denburgh, 1909)",NA,NA,NA,NA,Rana albolineata  |Rana bilineata  |Rana taipehensis  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.9,3.9,NA,NA,han,han,NA,NA,136.2133521,99.41897599,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes asper,57086,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,asper,"(Müller, 1924)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.964,4.138,NA,NA,nali,nali,NA,NA,30.42516271,5.897975346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes heyeri,57091,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,heyeri,"Haddad, Pombal and Bastos, 1996",NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,3.62,4.06,NA,NA,nali,nali,NA,NA,0.066445683,0.000351328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylodes phyllodes,57100,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,phyllodes,"Heyer and Cocroft, 1986",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2010,decreasing,NA,NA,NA,NA,NA,2.72,2.76,NA,NA,han,han,NA,NA,13.65115698,2.028919009,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylophorbus rufescens,57827,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hylophorbus,rufescens,"Macleay, 1878",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,3,4.05,NA,NA,han,han,NA,NA,151.9654443,62.78416508,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus armatus,55398,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,armatus,"(Boulenger, 1902)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,5.96,6.43,NA,NA,han,han,NA,NA,25.40542613,4.398651528,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus colymba,55455,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,colymba,"(Dunn, 1931)",NA,NA,NA,NA,Boana  colymba|Hyla alvaradoi|Hyla  colymba ,La Loma Treefrog,NA,NA,NT,NA,3.1,2014,unknown,NA,NA,NA,NA,NA,3.47,3.62,NA,NA,han,han,NA,NA,1.810886291,0.147569227,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus palmeri,55586,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,palmeri,"(Boulenger, 1908)",NA,NA,NA,NA,Boana  palmeri|Hyla  palmeri ,Palmer's Treefrog,NA,NA,LC,NA,3.1,2008,unknown,NA,NA,NA,NA,NA,4.05,4.3,NA,NA,han,han,NA,NA,37.16833599,6.059729069,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus phyllognathus,55599,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,phyllognathus,"(Melin, 1941)",NA,NA,NA,NA,NA,Roque Treefrog,NA,"Rana De Quebrada, Rana de torrente de Roque",LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,3.3,3.69,NA,NA,han,han,NA,NA,53.25529875,7.878498462,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloscirtus simmonsi,55656,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,simmonsi,"(Duellman, 1989)",NA,NA,NA,NA,Hyla simmonsi,Simmons' Treefrog,NA,NA,VU,B1ab(iii),3.1,2017,decreasing,NA,NA,NA,NA,NA,3.66,4.43,NA,NA,han,han,NA,NA,6.612891731,0.157661141,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus awa,55049,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,awa,"(Coloma, 1995)",NA,NA,NA,NA,Colostethus awa  ,NA,NA,NA,VU,B1ab(iii),3.1,2004,decreasing,NA,NA,NA,NA,NA,1.93,2.25,NA,NA,han,han,NA,NA,5.321304746,1.098193878,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus elachyhistus,55075,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,elachyhistus,"(Edwards, 1971)",NA,NA,NA,NA,Colostethus elachyhistus  |Colostethus elachyhistus  ,Loja Rocket Frog,NA,NA,EN,"A2ac; B2ab(iii,iv,v)",3.1,2004,decreasing,NA,NA,NA,NA,NA,1.83,2.12,NA,NA,han,han,NA,NA,7.144953553,1.205174724,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus idiomelus,55093,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,idiomelus,"(Rivero, 1991)",NA,NA,NA,NA,Colostethus idiomelas  |Hyloxalus idiomelas  ,NA,NA,NA,DD,NA,3.1,2012,unknown,NA,NA,NA,NA,NA,2.2,2.51,NA,NA,han,han,NA,NA,1.812172103,0.173476361,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus insulatus,185797,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,insulatus,"(Duellman, 2004)",NA,NA,NA,NA,Colostethus insulatus  ,NA,NA,NA,DD,NA,3.1,2011,stable,NA,NA,NA,NA,NA,2.13,1.83,NA,NA,han,han,NA,NA,4.329513174,0.987953003,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus nexipus,55119,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,nexipus,"(Frost, 1986)",NA,NA,NA,NA,Colostethus citreicola  |Colostethus nexipus  ,Los Tayos Rocket Frog,NA,Rana Cohete de Los Tayos,LC,NA,3.1,2012,stable,NA,NA,NA,NA,NA,1.93,2.14,NA,NA,han,han,NA,NA,11.2777759,5.10657412,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus subpunctatus,55152,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,subpunctatus,"(Cope, 1899)",NA,NA,NA,NA,Colostethus subpunctatus|Colostethus  variabilis|Phyllobates  subpunctatus|Prostherapis tarsalis |Prostherapis  subpunctatus|Prostherapis  variabilis,Bogota Rocket Frog,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.14,2.43,NA,NA,han,han,NA,NA,5.804347948,0.846981308,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus sylvaticus,55154,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,sylvaticus,"(Barbour & Noble, 1920)",NA,NA,NA,NA,Colostethus sylvaticus  ,Forest Rocket Frog,NA,NA,DD,NA,3.1,2012,unknown,NA,NA,NA,NA,NA,2.37,2.86,NA,NA,han,han,NA,NA,1.015844541,0.064112553,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyloxalus vertebralis,55165,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,vertebralis,"(Boulenger, 1899)",NA,NA,NA,NA,Colostethus vertebralis  ,Boulenger's Rocket Frog,NA,NA,CR,A2ace,3.1,2004,decreasing,NA,NA,NA,NA,NA,1.61,1.79,NA,NA,han,han,NA,NA,3.535276928,0.483222989,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperolius lateralis,56153,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,lateralis,"Laurent, 1940",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2013,unknown,NA,NA,NA,NA,NA,2.3,2.57,NA,NA,han,han,NA,NA,24.4429629,24.60091085,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperolius marmoratus,56163,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,marmoratus,"Rapp, 1842",NA,NA,NA,NA,NA,"Marbled Reed Frog, Painted Reed Frog",NA,NA,LC,NA,3.1,2013,increasing,NA,"Polyandrous, Polygynous",Sexes alike,adw,adw,2.89,2.96,NA,NA,han,han,NA,NA,113.5744606,105.6902211,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,"(Telford & Dyson, 1988)",NA,NA,NA,NA,NA,NA,"ASR based on marked individuals estimated from figure 1 (Telfrod & Dyson, 1988): 2651 males and 276 females (CCI 31/10/2018)"
Hyperolius nasutus,84385749,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nasutus,"Günther, 1865",NA,NA,NA,NA,Hyperolius punctulatus,NA,NA,NA,LC,NA,3.1,2016,unknown,NA,NA,NA,NA,NA,2.23,2.22,NA,NA,han,han,NA,NA,46.24121041,97.74765963,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperolius puncticulatus,56187,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,puncticulatus,"(Pfeffer, 1893)",NA,NA,NA,NA,Rappia  puncticulata ,NA,NA,NA,EN,B1ab(iii),3.1,2016,decreasing,NA,NA,NA,NA,NA,2.5,3.35,NA,NA,han,han,NA,NA,2.468972202,0.075207016,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas albomarginatus,55376,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,albomarginatus,"(Spix, 1824)",NA,NA,NA,NA,NA,NA,NA,Rana De Flancos Blancos,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,4.86,5.73,NA,NA,han,han,NA,NA,78.50170324,46.60727688,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas albopunctatus,55378,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,albopunctatus,"(Spix, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,5,6.05,NA,NA,han,han,NA,NA,84.74023137,331.1765006,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas andinus,29414,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,andinus,"(Müller, 1924)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.65,4.98,NA,NA,han,han,NA,NA,31.92822335,13.23484177,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas balzani,55405,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,balzani,"(Boulenger, 1898)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.04,4.85,NA,NA,han,han,NA,NA,20.9048624,7.109929499,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas bischoffi,55412,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,bischoffi,"(Boulenger, 1887)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,3.9,5.45,NA,NA,han,han,NA,NA,37.81630369,17.37733184,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas boans,55415,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,boans,"(Linnaeus, 1758)",NA,NA,NA,NA,Hyla boans  |Hyla maxima  ,Rusty Treefrog,NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,10.1,10.21,NA,NA,han,han,NA,NA,170.0576078,548.7701156,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas calcaratus,55426,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,calcaratus,"(Troschel, 1848)",NA,NA,NA,NA,Boana  calcarata |Hyla leptoscelis  |Hyla  calcarata,"Troschel's Treefrog, Blue-flanked Treefrog",NA,Rana Arborea De Espolones,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,3.59,5.39,NA,NA,han,han,NA,NA,119.3468446,376.358989,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas cinerascens,55494,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,cinerascens,"(Spix, 1824)",NA,NA,NA,NA,Boana  granosa|Hyla granosa|Hyla inornata  |Hyla  cinerascens |Hypsiboas granosus,Demerara Falls Treefrog,NA,Rana Granosa,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,3.9,4.12,NA,NA,han,han,NA,NA,118.7271119,458.3110012,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas crepitans,55457,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,crepitans,"(Wied-Neuwied, 1824)",NA,NA,NA,NA,Hyla crepitans,Emerald-eyed Treefrog,NA,"Rana Blanca, Rana Cantora, Rana Capina, Rana Platanera",LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,5.39,6.55,NA,NA,han,han,NA,NA,213.1001275,298.160531,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas curupi,136096,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,curupi,"Garcia, Faivovich & Haddad, 2007",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2008,unknown,NA,NA,NA,NA,NA,3.56,4.47,NA,NA,nali,nali,NA,NA,3.39151318,0.293559131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas faber,55479,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,faber,"(Wied-Neuwied, 1821)",NA,NA,NA,NA,Hyla wachei  ,NA,NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,8.4,8.38,NA,NA,nali,nali,NA,NA,94.19241105,135.5164052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas fasciatus,55480,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,fasciatus,"(Günther, 1858)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,3.56,4.62,NA,NA,han,han,NA,NA,104.256357,424.8658496,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas geographicus,55487,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,geographicus,"(Spix, 1824)",NA,NA,NA,NA,Hyla geographica,Map Treefrog,NA,Rana Geografica,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,4.42,6.66,NA,NA,han,han,NA,NA,208.3282966,861.4341995,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas goianus,55490,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,goianus,"(B. Lutz, 1968)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,3.36,3.77,NA,NA,nali,nali,NA,NA,14.66257781,13.0293989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas guentheri,55497,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,guentheri,"(Boulenger, 1886)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,3.65,4.55,NA,NA,han,han,NA,NA,15.1258087,2.593559471,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas heilprini,55502,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,heilprini,"(Noble, 1923)",NA,NA,NA,NA,Hyla heilprini,"Hispaniolan Green Treefrog, Los Bracitos Treefrog",NA,NA,VU,"B2ab(i,ii,iii)",3.1,2013,unknown,NA,NA,NA,NA,NA,4.94,4.93,NA,NA,han,han,NA,NA,5.772180591,0.131046529,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas lanciformis,55530,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,lanciformis,"Cope, 1871",NA,NA,NA,NA,Boana lanciformis|Hyla hypocellata|Hyla lanciformis|Hyla  microcentra,Basin Treefrog,NA,Rana Lanceolada Comun,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,7.49,8.7,NA,NA,han,han,NA,NA,100.6129157,378.3764876,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas lemai,55534,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,lemai,"(Rivero, 1971)",NA,NA,NA,NA,NA,NA,NA,Rana De Lema,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,2.96,3.47,NA,NA,han,han,NA,NA,6.557015136,2.740578,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas leucocheilus,55536,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,leucocheilus,"(Caramaschi and de Niemeyer, 2003)",NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,3.1,2004,unknown,NA,NA,NA,NA,NA,6.47,7.54,NA,NA,nali,nali,NA,NA,0.307755545,0.00279367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas marianitae,10459,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,marianitae,"(Carrizo, 1992)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,decreasing,NA,NA,NA,NA,NA,4.76,5.14,NA,NA,han,han,NA,NA,14.39166822,6.6242042,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas multifasciatus,55571,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,multifasciatus,"(Günther, 1859)",NA,NA,NA,NA,NA,NA,NA,Rana Lanceolada Meridional,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.87,5.798,NA,NA,nali,nali,NA,NA,108.6755897,141.2053419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas nympha,136184,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,nympha,"Faivovich, Moravec, Cisneros-Heredia & Köhler, 2006",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2008,unknown,NA,NA,NA,NA,NA,2.94,3.27,NA,NA,nali,nali,NA,NA,20.92187642,15.59574798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas pardalis,55588,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,pardalis,"(Spix, 1824)",NA,NA,NA,NA,Hyla corticalis  |Hyla rubropunctata  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,6,7,NA,NA,han,han,NA,NA,31.74438453,18.17848711,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas polytaenius,55609,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,polytaenius,"(Cope, 1870)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2010,stable,NA,NA,NA,NA,NA,3.087,3.746,NA,NA,nali,nali,NA,NA,15.54130434,11.90266151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas prasinus,55611,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,prasinus,"(Burmeister, 1856)",NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.76,5.273,NA,NA,nali,nali,NA,NA,27.12702259,22.25797759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas pulchellus,55619,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,pulchellus,"(Duméril and Bibron, 1841)",NA,NA,NA,NA,Hyla agrestis  |Hyla leucomelas  |Hyla leucotaenia  |Hyla mocquardi  ,NA,NA,NA,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,4.58,4.95,NA,NA,han,han,NA,NA,73.40085111,119.7638463,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas raniceps,55622,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,raniceps,"Cope, 1862",NA,NA,NA,NA,NA,NA,NA,Rana Arborea Meridional,LC,NA,3.1,2004,stable,NA,NA,NA,NA,NA,5.4,6.35,NA,NA,han,han,NA,NA,169.4797577,693.8396548,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsiboas riojanus,61780,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,riojanus,"(Koslowsky, 1895)",NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,3.1,2006,unknown,NA,NA,NA,NA,NA,4.65,4.98,NA,NA,nali,nali,NA,NA,0.643285859,0.010997232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
